unix,date,symbol,open,high,low,close,volume-btc,Volume USD
1585958400,2020-04-04 00:00:00,BTC/USD,6737.36,7014.00,6655.54,6879.61,6018.51563233,41405040.32933379
1585872000,2020-04-03 00:00:00,BTC/USD,6789.63,7047.96,6610.00,6742.57,10570.10640235,71269682.32529303
1585785600,2020-04-02 00:00:00,BTC/USD,6669.95,7236.39,6575.13,6801.99,17212.82067331,117081434.0916479
1585699200,2020-04-01 00:00:00,BTC/USD,6428.74,6710.21,6137.71,6652.07,11319.14793815,75295764.42492947
1585612800,2020-03-31 00:00:00,BTC/USD,6408.95,6527.24,6337.42,6421.14,6342.29832651,40724785.476286426
1585526400,2020-03-30 00:00:00,BTC/USD,5878.47,6630.00,5856.00,6407.77,14974.44416300,95952794.07434651
1585440000,2020-03-29 00:00:00,BTC/USD,6275.11,6278.24,5869.00,5870.90,9298.93905110,54593141.27510299
1585353600,2020-03-28 00:00:00,BTC/USD,6376.03,6376.03,6030.51,6253.08,11613.49398164,72620106.94671345
1585267200,2020-03-27 00:00:00,BTC/USD,6765.15,6872.67,6210.00,6376.03,10816.28556504,68964961.25126198
1585180800,2020-03-26 00:00:00,BTC/USD,6695.47,6798.89,6528.07,6760.72,7393.70723365,49986784.36868223
1585094400,2020-03-25 00:00:00,BTC/USD,6768.64,6989.04,6457.17,6692.22,16675.73512097,111597688.09125786
1585008000,2020-03-24 00:00:00,BTC/USD,6494.70,6893.00,6400.01,6768.64,19719.09402414,133471448.57555497
1584921600,2020-03-23 00:00:00,BTC/USD,5816.57,6629.79,5686.34,6493.51,19053.80456405,123726070.47470431
1584835200,2020-03-22 00:00:00,BTC/USD,6199.17,6419.00,5705.00,5813.15,10813.38456907,62859826.50768927
1584748800,2020-03-21 00:00:00,BTC/USD,6207.66,6461.91,5866.44,6187.78,11796.72656887,72995548.72832242
1584662400,2020-03-20 00:00:00,BTC/USD,6192.94,7139.00,5670.00,6210.14,30082.50248252,186816551.9667968
1584576000,2020-03-19 00:00:00,BTC/USD,5413.00,6433.98,5266.38,6181.18,24783.73487365,153192726.3263079
1584489600,2020-03-18 00:00:00,BTC/USD,5340.95,5452.43,5006.87,5406.92,22559.23112903,121975957.97617488
1584403200,2020-03-17 00:00:00,BTC/USD,5051.41,5569.90,4936.00,5324.99,17517.84242049,93282335.71068504
1584316800,2020-03-16 00:00:00,BTC/USD,5353.04,5353.04,4435.89,5033.42,34905.46359769,175693858.5818848
1584230400,2020-03-15 00:00:00,BTC/USD,5167.38,5965.77,5092.34,5343.64,16589.30386378,88647267.69864936
1584144000,2020-03-14 00:00:00,BTC/USD,5623.16,5663.01,5051.00,5169.37,15370.86814960,79457704.68649775
1584057600,2020-03-13 00:00:00,BTC/USD,4841.67,5990.35,3850.00,5622.74,54419.64133553,305987494.122938
1583971200,2020-03-12 00:00:00,BTC/USD,7956.29,7969.90,4776.59,4841.67,58513.38918903,283302521.0348509
1583884800,2020-03-11 00:00:00,BTC/USD,7893.63,7988.78,7591.99,7934.57,7289.61145281,57839932.345122635
1583798400,2020-03-10 00:00:00,BTC/USD,7937.20,8158.42,7733.99,7885.92,8274.95375730,65255623.33376721
1583712000,2020-03-09 00:00:00,BTC/USD,8035.79,8191.13,7636.00,7936.25,12177.39425093,96642845.12394321
1583625600,2020-03-08 00:00:00,BTC/USD,8901.12,8901.12,7995.48,8033.70,9068.89040196,72856744.82222605
1583539200,2020-03-07 00:00:00,BTC/USD,9154.10,9219.13,8859.49,8893.93,2805.59157140,24952735.0446216
1583452800,2020-03-06 00:00:00,BTC/USD,9059.00,9187.85,8990.01,9153.79,4136.42339429,37863951.102417864
1583366400,2020-03-05 00:00:00,BTC/USD,8757.79,9169.00,8757.79,9066.65,6448.68567336,58467975.96036944
1583280000,2020-03-04 00:00:00,BTC/USD,8755.45,8850.00,8663.76,8753.28,3353.23252230,29351783.172798146
1583193600,2020-03-03 00:00:00,BTC/USD,8917.34,8921.80,8660.04,8755.45,4629.97228611,40537490.852421805
1583107200,2020-03-02 00:00:00,BTC/USD,8516.00,8980.34,8486.72,8917.34,6186.86088929,55170342.08250129
1583020800,2020-03-01 00:00:00,BTC/USD,8525.00,8756.11,8410.00,8528.95,4156.57173933,35451192.53615861
1582934400,2020-02-29 00:00:00,BTC/USD,8710.00,8805.06,8525.00,8527.74,2338.06785643,19938434.78199237
1582848000,2020-02-28 00:00:00,BTC/USD,8816.50,8900.94,8421.49,8703.84,6546.98122765,56983877.08846918
1582761600,2020-02-27 00:00:00,BTC/USD,8778.37,8974.75,8520.00,8816.50,9273.90366360,81763371.65012941
1582675200,2020-02-26 00:00:00,BTC/USD,9305.40,9369.99,8627.78,8779.36,11564.19794381,101526256.85996777
1582588800,2020-02-25 00:00:00,BTC/USD,9664.87,9682.73,9234.21,9305.40,6280.00295543,58437939.50145832
1582502400,2020-02-24 00:00:00,BTC/USD,9969.79,10027.66,9480.00,9652.58,5877.00770771,56728287.0592874
1582416000,2020-02-23 00:00:00,BTC/USD,9664.08,10024.08,9664.08,9965.21,3329.22433648,33176419.65013386
1582329600,2020-02-22 00:00:00,BTC/USD,9696.13,9722.39,9568.51,9668.13,2096.56353593,20269848.818630908
1582243200,2020-02-21 00:00:00,BTC/USD,9610.40,9773.20,9562.60,9696.13,4271.47074293,41416735.61464585
1582156800,2020-02-20 00:00:00,BTC/USD,9589.10,9706.27,9396.91,9612.76,6608.49107920,63525838.70649059
1582070400,2020-02-19 00:00:00,BTC/USD,10190.30,10300.00,9312.00,9595.72,9936.82068140,95350948.9489236
1581984000,2020-02-18 00:00:00,BTC/USD,9725.57,10288.00,9602.60,10185.17,6754.35394103,68794243.12956053
1581897600,2020-02-17 00:00:00,BTC/USD,9925.96,9973.45,9467.57,9697.15,5913.20492551,57341235.1434093
1581811200,2020-02-16 00:00:00,BTC/USD,9909.71,10051.24,9598.49,9912.89,4133.47675014,40974700.3416953
1581724800,2020-02-15 00:00:00,BTC/USD,10364.04,10408.04,9739.00,9899.78,5762.30634481,57045565.10622314
1581638400,2020-02-14 00:00:00,BTC/USD,10229.19,10398.00,10093.26,10364.04,6190.37749036,64157319.92519066
1581552000,2020-02-13 00:00:00,BTC/USD,10348.78,10500.50,10068.00,10228.67,9347.45128374,95611994.52245283
1581465600,2020-02-12 00:00:00,BTC/USD,10270.98,10495.00,10247.35,10348.78,6553.40942709,67819792.41088045
1581379200,2020-02-11 00:00:00,BTC/USD,9851.99,10383.90,9706.94,10268.98,8127.59636283,83462124.49797401
1581292800,2020-02-10 00:00:00,BTC/USD,10173.51,10199.85,9731.20,9850.01,7560.66789084,74472654.3314529
1581206400,2020-02-09 00:00:00,BTC/USD,9907.70,10178.54,9885.04,10173.97,4830.33787739,49143712.65442954
1581120000,2020-02-08 00:00:00,BTC/USD,9803.71,9948.97,9658.58,9902.00,3268.73554695,32367019.3858989
1581033600,2020-02-07 00:00:00,BTC/USD,9754.63,9878.00,9706.94,9803.42,4013.49096731,39345937.6187462
1580947200,2020-02-06 00:00:00,BTC/USD,9617.84,9859.57,9521.00,9754.63,7554.48867469,73691241.86079131
1580860800,2020-02-05 00:00:00,BTC/USD,9168.49,9775.00,9142.52,9618.42,8063.96793828,77562630.49691112
1580774400,2020-02-04 00:00:00,BTC/USD,9281.00,9348.60,9075.00,9159.37,4867.22545881,44580718.850660555
1580688000,2020-02-03 00:00:00,BTC/USD,9309.69,9615.00,9211.07,9288.09,4758.13350441,44193972.22097547
1580601600,2020-02-02 00:00:00,BTC/USD,9379.60,9474.28,9135.00,9329.39,3015.79158859,28135495.88867566
1580515200,2020-02-01 00:00:00,BTC/USD,9339.26,9464.16,9280.33,9377.17,1669.00246242,15650519.820530951
1580428800,2020-01-31 00:00:00,BTC/USD,9510.84,9529.35,9195.93,9327.85,5009.62230695,46729005.43588356
1580342400,2020-01-30 00:00:00,BTC/USD,9280.83,9570.00,9166.07,9500.00,7945.15877894,75479008.39993
1580256000,2020-01-29 00:00:00,BTC/USD,9386.57,9443.96,9215.50,9289.18,6481.91594603,60211683.967542954
1580169600,2020-01-28 00:00:00,BTC/USD,8894.57,9413.24,8876.00,9400.00,9565.55935515,89916257.93841
1580083200,2020-01-27 00:00:00,BTC/USD,8600.00,9004.35,8546.55,8894.54,9619.77474260,85563471.23904541
1579996800,2020-01-26 00:00:00,BTC/USD,8320.00,8600.00,8276.22,8590.48,6340.58577579,54468675.29520848
1579910400,2020-01-25 00:00:00,BTC/USD,8435.83,8437.47,8252.72,8329.50,2812.78995216,23429133.906516723
1579824000,2020-01-24 00:00:00,BTC/USD,8382.08,8530.70,8212.90,8422.13,6430.43023326,54157919.38044604
1579737600,2020-01-23 00:00:00,BTC/USD,8661.63,8665.95,8280.00,8378.44,8611.01078760,72146837.22325934
1579651200,2020-01-22 00:00:00,BTC/USD,8728.47,8792.98,8567.68,8655.93,3143.81212331,27212617.67252273
1579564800,2020-01-21 00:00:00,BTC/USD,8629.66,8778.66,8480.00,8717.89,3394.68916005,29594526.68150829
1579478400,2020-01-20 00:00:00,BTC/USD,8698.97,8740.54,8507.93,8625.17,4420.19825219,38124961.35884162
1579392000,2020-01-19 00:00:00,BTC/USD,8901.02,9188.10,8461.38,8696.60,8785.44992700,76403543.8351482
1579305600,2020-01-18 00:00:00,BTC/USD,8898.03,9000.10,8798.90,8908.53,3678.00926615,32765655.88777526
1579219200,2020-01-17 00:00:00,BTC/USD,8715.39,9015.22,8661.52,8892.63,9363.15892644,83263107.96402813
1579132800,2020-01-16 00:00:00,BTC/USD,8810.62,8852.35,8573.91,8710.15,6713.25847640,58473488.31821546
1579046400,2020-01-15 00:00:00,BTC/USD,8813.20,8903.20,8555.00,8809.17,8606.88339936,75819499.03514013
1578960000,2020-01-14 00:00:00,BTC/USD,8105.01,8895.00,8105.01,8813.04,17009.43193382,149904804.01003304
1578873600,2020-01-13 00:00:00,BTC/USD,8180.75,8196.81,8039.00,8105.01,4011.43909644,32512753.991037164
1578787200,2020-01-12 00:00:00,BTC/USD,8008.10,8190.00,7960.00,8180.76,2056.08675369,16820352.271117005
1578700800,2020-01-11 00:00:00,BTC/USD,8200.00,8286.00,8000.00,8016.22,3788.32731360,30368065.17782659
1578614400,2020-01-10 00:00:00,BTC/USD,7812.70,8200.00,7667.00,8200.00,8999.98825687,73799903.706334
1578528000,2020-01-09 00:00:00,BTC/USD,8048.94,8048.94,7737.97,7806.78,5957.24423978,46506895.186229706
1578441600,2020-01-08 00:00:00,BTC/USD,8151.79,8463.57,7872.09,8044.44,11913.23248192,95835283.90685652
1578355200,2020-01-07 00:00:00,BTC/USD,7768.17,8220.00,7697.03,8159.01,12158.32281238,99199877.40943654
1578268800,2020-01-06 00:00:00,BTC/USD,7352.12,7817.00,7342.46,7762.74,6728.28277831,52229909.85449817
1578182400,2020-01-05 00:00:00,BTC/USD,7356.05,7495.00,7310.00,7356.70,2707.27385549,19916601.572683282
1578096000,2020-01-04 00:00:00,BTC/USD,7332.58,7396.10,7256.03,7344.48,3256.73735349,23919042.35796023
1578009600,2020-01-03 00:00:00,BTC/USD,6945.70,7402.31,6853.53,7338.91,8072.72908749,59245032.22747123
1577923200,2020-01-02 00:00:00,BTC/USD,7174.70,7184.94,6900.00,6950.56,3972.70795427,27612544.998630892
1577836800,2020-01-01 00:00:00,BTC/USD,7160.69,7237.35,7150.00,7178.68,1119.10969318,8033730.372237403
1577750400,2019-12-31 00:00:00,BTC/USD,7222.74,7302.35,7112.55,7168.36,2638.69130899,18915089.231711555
1577664000,2019-12-30 00:00:00,BTC/USD,7372.79,7384.90,7199.00,7220.24,3722.91334933,26880327.88136644
1577577600,2019-12-29 00:00:00,BTC/USD,7297.43,7524.46,7274.43,7385.54,2583.85134193,19083137.439877693
1577491200,2019-12-28 00:00:00,BTC/USD,7247.70,7349.65,7231.00,7296.24,1579.70272647,11525890.220979473
1577404800,2019-12-27 00:00:00,BTC/USD,7195.17,7255.37,7052.00,7246.00,4024.57086599,29162040.49496354
1577318400,2019-12-26 00:00:00,BTC/USD,7195.80,7432.00,7150.00,7188.30,3116.74715162,22404113.549990047
1577232000,2019-12-25 00:00:00,BTC/USD,7247.45,7266.81,7110.73,7195.79,1504.52751296,10826264.032482438
1577145600,2019-12-24 00:00:00,BTC/USD,7317.47,7431.10,7156.00,7251.52,4194.58980335,30417151.850788593
1577059200,2019-12-23 00:00:00,BTC/USD,7521.88,7692.98,7247.86,7316.17,6710.76736040,49097114.839137666
1576972800,2019-12-22 00:00:00,BTC/USD,7147.40,7530.00,7124.52,7509.70,3796.22608082,28508518.999133952
1576886400,2019-12-21 00:00:00,BTC/USD,7194.13,7194.13,7109.73,7147.40,1689.08199513,12072544.65199216
1576800000,2019-12-20 00:00:00,BTC/USD,7157.53,7218.11,7072.61,7194.11,3201.66392251,23033122.441568412
1576713600,2019-12-19 00:00:00,BTC/USD,7286.91,7372.12,7000.00,7149.57,5936.55634536,42443825.15009549
1576627200,2019-12-18 00:00:00,BTC/USD,6619.53,7449.68,6425.00,7286.91,12873.63439214,93809015.1884289
1576540800,2019-12-17 00:00:00,BTC/USD,6882.08,6938.77,6550.00,6612.30,7107.25638535,46995311.3968498
1576454400,2019-12-16 00:00:00,BTC/USD,7115.08,7147.91,6820.00,6882.19,5923.05547919,40763593.18832663
1576368000,2019-12-15 00:00:00,BTC/USD,7066.35,7225.23,7007.00,7115.08,1848.34572822,13151127.723943558
1576281600,2019-12-14 00:00:00,BTC/USD,7255.94,7269.00,7007.48,7059.03,2012.34890643,14205231.300956562
1576195200,2019-12-13 00:00:00,BTC/USD,7185.15,7302.35,7179.65,7257.47,3178.07849595,23064809.34200225
1576108800,2019-12-12 00:00:00,BTC/USD,7208.95,7296.19,7072.20,7188.42,4376.88899274,31462916.37319207
1576022400,2019-12-11 00:00:00,BTC/USD,7224.50,7271.00,7122.28,7207.42,3419.93896517,24648936.49634556
1575936000,2019-12-10 00:00:00,BTC/USD,7332.05,7400.00,7150.23,7216.07,4090.62092926,29518206.96900521
1575849600,2019-12-09 00:00:00,BTC/USD,7516.80,7666.00,7268.03,7340.52,6582.47031165,48318754.97207306
1575763200,2019-12-08 00:00:00,BTC/USD,7505.86,7580.00,7382.69,7524.26,1798.77041268,13534416.265311617
1575676800,2019-12-07 00:00:00,BTC/USD,7535.46,7638.88,7486.70,7502.65,2034.57371900,15264694.51285535
1575590400,2019-12-06 00:00:00,BTC/USD,7397.35,7618.99,7305.56,7541.79,4167.24016320,31428450.19042013
1575504000,2019-12-05 00:00:00,BTC/USD,7199.58,7500.00,7150.06,7390.42,4641.75678879,34304532.2070094
1575417600,2019-12-04 00:00:00,BTC/USD,7299.20,7772.71,7087.09,7197.78,7737.39153487,55692042.04185659
1575331200,2019-12-03 00:00:00,BTC/USD,7317.94,7415.00,7238.04,7300.43,2552.20229834,18632174.224870287
1575244800,2019-12-02 00:00:00,BTC/USD,7411.75,7431.07,7140.08,7309.64,4324.30016255,31609077.440181985
1575158400,2019-12-01 00:00:00,BTC/USD,7560.20,7560.20,7233.87,7412.66,5477.97290774,40606350.65428799
1575072000,2019-11-30 00:00:00,BTC/USD,7753.69,7815.00,7452.08,7550.67,5446.27351349,41123014.03010354
1574985600,2019-11-29 00:00:00,BTC/USD,7429.32,7870.35,7411.17,7753.69,7658.87160206,59384516.1521766
1574899200,2019-11-28 00:00:00,BTC/USD,7517.82,7659.92,7372.19,7436.72,6925.58489749,51503635.71886183
1574812800,2019-11-27 00:00:00,BTC/USD,7168.74,7676.27,6847.72,7527.84,15156.99193450,114099410.16420648
1574726400,2019-11-26 00:00:00,BTC/USD,7127.12,7344.91,7018.78,7159.22,7643.84956815,54724000.70529085
1574640000,2019-11-25 00:00:00,BTC/USD,6900.90,7380.00,6515.00,7122.14,18716.60131311,133302254.87615326
1574553600,2019-11-24 00:00:00,BTC/USD,7330.98,7349.68,6861.96,6908.36,6047.01776023,41774975.61406252
1574467200,2019-11-23 00:00:00,BTC/USD,7276.21,7356.49,7102.16,7320.39,5550.47222776,40631621.39137203
1574380800,2019-11-22 00:00:00,BTC/USD,7612.23,7714.70,6785.00,7285.85,20120.14646602,146592369.1294518
1574294400,2019-11-21 00:00:00,BTC/USD,8085.54,8116.92,7394.09,7611.51,9374.99957046,71357902.980552
1574208000,2019-11-20 00:00:00,BTC/USD,8124.08,8231.04,8027.28,8088.44,2996.00619203,24233016.32386313
1574121600,2019-11-19 00:00:00,BTC/USD,8176.90,8197.77,7989.15,8121.63,4412.39464174,35835836.69419484
1574035200,2019-11-18 00:00:00,BTC/USD,8499.53,8508.40,8010.70,8170.65,4825.65562506,39428743.13289648
1573948800,2019-11-17 00:00:00,BTC/USD,8485.61,8631.60,8375.00,8499.31,2074.00770126,17627634.39539613
1573862400,2019-11-16 00:00:00,BTC/USD,8459.38,8539.53,8423.00,8484.63,1180.57339029,10016728.404456241
1573776000,2019-11-15 00:00:00,BTC/USD,8632.07,8799.03,8363.00,8463.49,5213.70141434,44126109.78325245
1573689600,2019-11-14 00:00:00,BTC/USD,8765.53,8791.78,8555.00,8636.90,3412.80581524,29476062.545646355
1573603200,2019-11-13 00:00:00,BTC/USD,8817.00,8839.46,8700.00,8755.24,3185.82098874,27892627.353455994
1573516800,2019-11-12 00:00:00,BTC/USD,8720.36,8872.47,8549.00,8813.91,4721.90610684,41618455.45413814
1573430400,2019-11-11 00:00:00,BTC/USD,9029.88,9075.32,8593.00,8720.36,6392.97505953,55749043.99012303
1573344000,2019-11-10 00:00:00,BTC/USD,8806.85,9142.33,8750.85,9024.49,2663.27825012,24034727.935425438
1573257600,2019-11-09 00:00:00,BTC/USD,8760.38,8876.94,8720.00,8812.21,2271.51792167,20017092.944519587
1573171200,2019-11-08 00:00:00,BTC/USD,9209.30,9253.39,8661.00,8767.37,9699.74677043,85041268.84266487
1573084800,2019-11-07 00:00:00,BTC/USD,9346.02,9373.48,9080.00,9199.36,3975.97661681,36576440.24961724
1572998400,2019-11-06 00:00:00,BTC/USD,9319.10,9448.19,9254.68,9344.78,4670.23465673,43642315.415517375
1572912000,2019-11-05 00:00:00,BTC/USD,9410.76,9485.00,9165.20,9320.14,4979.57899177,46410373.34435525
1572825600,2019-11-04 00:00:00,BTC/USD,9207.00,9586.50,9122.33,9410.76,4962.44231548,46700353.64482656
1572739200,2019-11-03 00:00:00,BTC/USD,9304.75,9384.32,9067.00,9207.00,2539.21833111,23378583.17452977
1572652800,2019-11-02 00:00:00,BTC/USD,9250.70,9396.91,9201.19,9304.75,2701.13696278,25133404.154427204
1572566400,2019-11-01 00:00:00,BTC/USD,9158.08,9303.53,9054.60,9250.45,6640.55238456,61428097.80575306
1572480000,2019-10-31 00:00:00,BTC/USD,9169.55,9438.61,8961.53,9150.07,10113.15940929,92536116.51616214
1572393600,2019-10-30 00:00:00,BTC/USD,9426.94,9437.06,8985.25,9159.94,8814.43804818,80739723.65504591
1572307200,2019-10-29 00:00:00,BTC/USD,9216.39,9573.35,9051.48,9426.94,9059.61157854,85404414.77420187
1572220800,2019-10-28 00:00:00,BTC/USD,9547.32,9950.00,9177.84,9216.44,14722.01859796,135684601.08698246
1572134400,2019-10-27 00:00:00,BTC/USD,9262.72,9819.92,9092.66,9557.08,17783.02515594,169953794.05733103
1572048000,2019-10-26 00:00:00,BTC/USD,8677.09,10350.00,8642.46,9252.75,38751.80025476,358560719.8072306
1571961600,2019-10-25 00:00:00,BTC/USD,7427.00,8784.29,7393.14,8662.66,19113.79549622,165576311.69328514
1571875200,2019-10-24 00:00:00,BTC/USD,7470.77,7512.00,7356.00,7435.00,4997.42309350,37155840.7001725
1571788800,2019-10-23 00:00:00,BTC/USD,8021.57,8052.04,7293.55,7470.77,13306.18266092,99407430.23772131
1571702400,2019-10-22 00:00:00,BTC/USD,8206.53,8314.77,7989.15,8025.90,5678.93483059,45578563.056832284
1571616000,2019-10-21 00:00:00,BTC/USD,8236.49,8352.00,8156.00,8213.65,4919.73416831,40408974.551539436
1571529600,2019-10-20 00:00:00,BTC/USD,7965.39,8314.77,7874.68,8235.74,6358.92499072,52370452.903072335
1571443200,2019-10-19 00:00:00,BTC/USD,7950.48,8096.76,7875.00,7960.49,3461.12529207,27552253.27627031
1571356800,2019-10-18 00:00:00,BTC/USD,8069.26,8120.77,7811.62,7955.08,5611.09353737,44636697.97726134
1571270400,2019-10-17 00:00:00,BTC/USD,7995.73,8130.71,7936.71,8073.32,5395.88599206,43562714.297417834
1571184000,2019-10-16 00:00:00,BTC/USD,8162.45,8179.10,7912.66,7995.89,8644.40011646,69119672.44720134
1571097600,2019-10-15 00:00:00,BTC/USD,8353.33,8420.85,8086.00,8155.13,5044.66127938,41139868.539310224
1571011200,2019-10-14 00:00:00,BTC/USD,8278.39,8416.67,8215.41,8362.99,4294.60738920,35915758.64980571
1570924800,2019-10-13 00:00:00,BTC/USD,8303.43,8474.48,8132.91,8282.96,4445.28381368,36820108.01735889
1570838400,2019-10-12 00:00:00,BTC/USD,8265.16,8427.76,8254.68,8303.43,1828.83312447,15185587.830717932
1570752000,2019-10-11 00:00:00,BTC/USD,8589.08,8820.00,8222.88,8265.55,7824.58718752,64674516.62780593
1570665600,2019-10-10 00:00:00,BTC/USD,8586.57,8666.84,8450.61,8582.11,7435.43199033,63811695.238531
1570579200,2019-10-09 00:00:00,BTC/USD,8185.85,8707.80,8110.00,8586.34,11634.19484623,99895152.5759785
1570492800,2019-10-08 00:00:00,BTC/USD,8211.04,8344.12,8109.74,8178.54,3577.72287319,29260549.627299342
1570406400,2019-10-07 00:00:00,BTC/USD,7863.75,8313.70,7763.54,8205.53,9363.32718459,76831062.11296879
1570320000,2019-10-06 00:00:00,BTC/USD,8150.73,8176.46,7772.71,7854.12,6454.53572694,50694698.14367399
1570233600,2019-10-05 00:00:00,BTC/USD,8157.89,8195.00,8016.26,8145.17,4445.10406787,36206128.30049269
1570147200,2019-10-04 00:00:00,BTC/USD,8243.39,8244.93,7986.65,8152.07,6278.78141904,51185065.64271341
1570060800,2019-10-03 00:00:00,BTC/USD,8377.68,8419.23,8029.14,8239.92,8701.12039607,71696535.97398512
1569974400,2019-10-02 00:00:00,BTC/USD,8326.41,8393.39,8170.91,8373.42,4952.53411520,41469648.21089798
1569888000,2019-10-01 00:00:00,BTC/USD,8304.47,8531.25,8195.42,8319.01,10224.59198253,85058482.9485869
1569801600,2019-09-30 00:00:00,BTC/USD,8060.13,8368.50,7714.70,8298.45,9518.99210777,78992880.05672397
1569715200,2019-09-29 00:00:00,BTC/USD,8218.07,8244.07,7902.66,8047.60,5366.57071770,43188014.50776252
1569628800,2019-09-28 00:00:00,BTC/USD,8199.96,8356.40,8009.84,8218.07,6315.48953894,51901135.11527664
1569542400,2019-09-27 00:00:00,BTC/USD,8055.25,8294.04,7866.00,8187.72,10165.85293694,83235157.40884238
1569456000,2019-09-26 00:00:00,BTC/USD,8443.44,8467.89,7733.99,8055.03,16662.32021152,134215489.17339994
1569369600,2019-09-25 00:00:00,BTC/USD,8536.71,8746.83,8216.00,8432.16,17435.86789130,147022027.7983042
1569283200,2019-09-24 00:00:00,BTC/USD,9685.69,9782.00,7998.00,8536.82,28154.41355726,240349160.7438883
1569196800,2019-09-23 00:00:00,BTC/USD,10022.38,10048.06,9606.00,9682.19,5447.96313246,52748214.161472894
1569110400,2019-09-22 00:00:00,BTC/USD,9973.00,10093.24,9842.35,10020.58,3213.95409570,32205684.132289506
1569024000,2019-09-21 00:00:00,BTC/USD,10169.02,10180.43,9913.35,9985.28,4148.89981496,41427926.34432379
1568937600,2019-09-20 00:00:00,BTC/USD,10284.72,10308.04,10055.00,10169.02,4463.38202069,45388221.03603703
1568851200,2019-09-19 00:00:00,BTC/USD,10161.59,10380.07,9600.00,10271.53,7455.91141166,76583617.74220805
1568764800,2019-09-18 00:00:00,BTC/USD,10182.96,10263.65,10080.00,10152.09,3952.00683587,40121129.07836747
1568678400,2019-09-17 00:00:00,BTC/USD,10257.20,10280.53,10130.59,10195.73,5078.59865576,51780020.6724919
1568592000,2019-09-16 00:00:00,BTC/USD,10320.36,10378.07,10060.95,10269.98,5496.03749388,56444195.141397715
1568505600,2019-09-15 00:00:00,BTC/USD,10362.52,10383.20,10258.49,10305.74,2297.72276878,23679733.4471268
1568419200,2019-09-14 00:00:00,BTC/USD,10365.81,10441.47,10217.01,10355.37,2656.15453049,27505462.940400235
1568332800,2019-09-13 00:00:00,BTC/USD,10423.99,10458.13,10153.87,10368.65,3755.41742244,38938608.8571825
1568246400,2019-09-12 00:00:00,BTC/USD,10163.81,10465.00,10027.52,10420.34,4719.04668642,49174070.94836978
1568160000,2019-09-11 00:00:00,BTC/USD,10093.39,10243.01,9855.11,10154.46,4614.34849343,46856217.2025952
1568073600,2019-09-10 00:00:00,BTC/USD,10317.62,10390.09,9910.00,10096.00,4658.92141056,47036470.561013766
1567987200,2019-09-09 00:00:00,BTC/USD,10387.33,10542.93,10060.00,10307.45,6059.76274364,62460701.491932124
1567900800,2019-09-08 00:00:00,BTC/USD,10497.57,10594.88,10229.49,10400.18,3130.86103548,32561518.323978387
1567814400,2019-09-07 00:00:00,BTC/USD,10309.04,10580.00,10297.58,10484.39,3148.50895336,33010195.785518046
1567728000,2019-09-06 00:00:00,BTC/USD,10573.04,10949.00,10204.18,10311.09,10701.50994422,110344232.17074741
1567641600,2019-09-05 00:00:00,BTC/USD,10586.26,10664.13,10461.97,10573.66,4555.62463429,48169625.970606804
1567555200,2019-09-04 00:00:00,BTC/USD,10617.72,10834.15,10378.70,10586.26,10088.72363010,106801851.41638242
1567468800,2019-09-03 00:00:00,BTC/USD,10384.07,10783.00,10286.00,10617.61,11443.53849727,121503028.78399892
1567382400,2019-09-02 00:00:00,BTC/USD,9767.56,10471.00,9753.24,10384.48,6144.79883515,63810540.60763847
1567296000,2019-09-01 00:00:00,BTC/USD,9593.50,9832.00,9538.75,9767.53,1799.36720121,17575373.11883471
1567209600,2019-08-31 00:00:00,BTC/USD,9569.30,9682.73,9443.19,9594.15,1572.15542709,15083494.990815524
1567123200,2019-08-30 00:00:00,BTC/USD,9490.56,9700.00,9350.10,9579.75,5317.30970010,50938497.59953297
1567036800,2019-08-29 00:00:00,BTC/USD,9720.20,9720.20,9320.00,9490.00,7717.10637568,73235339.5052032
1566950400,2019-08-28 00:00:00,BTC/USD,10171.39,10280.71,9555.00,9711.78,9303.15591906,90350203.59160854
1566864000,2019-08-27 00:00:00,BTC/USD,10355.11,10375.53,10019.10,10167.29,4781.33502180,48613219.75379692
1566777600,2019-08-26 00:00:00,BTC/USD,10136.75,10650.00,10136.75,10360.97,7166.67534085,74253708.20628662
1566691200,2019-08-25 00:00:00,BTC/USD,10149.38,10355.89,9907.86,10136.75,3953.39528117,40074579.616399996
1566604800,2019-08-24 00:00:00,BTC/USD,10401.87,10432.00,9885.48,10149.70,5106.55673687,51830018.912209444
1566518400,2019-08-23 00:00:00,BTC/USD,10112.45,10479.00,10051.00,10401.60,5557.29144342,57804722.67787748
1566432000,2019-08-22 00:00:00,BTC/USD,10123.56,10238.29,9755.53,10112.01,6710.30664788,67854687.92642905
1566345600,2019-08-21 00:00:00,BTC/USD,10778.75,10807.54,9853.45,10134.75,9812.62171129,99448467.88849632
1566259200,2019-08-20 00:00:00,BTC/USD,10927.30,10955.48,10549.74,10772.22,5883.59995275,63379433.083012596
1566172800,2019-08-19 00:00:00,BTC/USD,10318.99,10940.00,10267.56,10927.30,8044.02134828,87899434.47906004
1566086400,2019-08-18 00:00:00,BTC/USD,10221.94,10515.00,10065.41,10318.99,3398.41986671,35068260.620381825
1566000000,2019-08-17 00:00:00,BTC/USD,10351.18,10472.93,9974.51,10210.89,3907.52839849,39899342.64885756
